CID,MolecularWeight,IsomericSMILES,IUPACName,name,Descriptors
6436548,192.3,C/C=C\C(=O)C1C(=CCCC1(C)C)C,"(Z)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-en-1-one","(z)-1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-2-buten-1-one",floral;apple;fruity;rose
6436582,204.35,C/C/1=C\CCC(=C)/C=C/C(CC1)C(C)C,"(1E,6E)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",germacren d,woody;spicy
6436710,168.28,CC/C=C\CCCCCCC=O,(Z)-undec-8-enal,cis-8-undecen-1-al,aldehydic;clean;floral;citrus;waxy
6436727,220.35,C/C/1=C\CCC2(C(O2)CC/C(=C/CC1)/C)C,"(4E,8E)-1,5,9-trimethyl-13-oxabicyclo[10.1.0]trideca-4,8-diene",13786-79-3,woody;amber
6436780,218.29,CCCCCOC(=O)/C=C\C1=CC=CC=C1,pentyl (Z)-3-phenylprop-2-enoate,cis-amyl cinnamate,cocoa;orchid;amber;balsamic;labdanum
6436846,220.35,CC1=C(C(CCC1)(C)C)/C=C/C(C)(C=C)O,"(1E)-3-methyl-1-(2,6,6-trimethylcyclohexen-1-yl)penta-1,4-dien-3-ol",vinyl-beta-ionol,woody
6436850,168.28,CCCCCC/C=C\C=C/CO,"(2Z,4Z)-undeca-2,4-dien-1-ol","undeca-2,4-dienol",fatty
6436969,206.32,CC1=CCC(C1(C)C)C/C=C(\C)/C(=O)C,"(E)-3-methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-3-en-2-one",65113-95-3,floral;powdery;sandalwood;woody;orris
6436989,196.29,CC(=CCC/C(=C/COCC=O)/C)C,"2-[(2E)-3,7-dimethylocta-2,6-dienoxy]acetaldehyde","{[(2e)-3,7-dimethylocta-2,6-dien-1-yl]oxy}acetaldehyde",aldehydic;clean;rose;ozone;waxy
6436990,168.23,CC/C=C/CCOC(=O)/C=C/C,[(E)-hex-3-enyl] (E)-but-2-enoate,(e)-3-hexenyl crotonate,metallic;dirty;fresh;green;chemical
6436993,222.37,CCOC(C)/C=C/C1=C(CCCC1(C)C)C,"2-[(E)-3-ethoxybut-1-enyl]-1,3,3-trimethylcyclohexene",beta-ionyl ethyl ether,cedar;floral;fruity;apricot;raspberry;woody
6437002,152.23,CC/C=C/CC1CCCC1=O,2-[(E)-pent-2-enyl]cyclopentan-1-one,2-(trans-2-pentenyl)cyclopentanone,apricot;coconut;creamy;coumarinic;peach;lactonic
6437020,184.27,CCC(C)CCOC(=O)/C(=C\C)/C,3-methylpentyl (Z)-2-methylbut-2-enoate,3-methylpentyl angelate,seedy;floral;chamomile;woody;celery
6437044,142.2,CCCOC(=O)/C(=C\C)/C,propyl (Z)-2-methylbut-2-enoate,propyl 2-methylisocrotonate,rose;fruity;winey
6437114,212.33,CC/C=C/CC/C=C/C(OCC)OCC,"(2E,6E)-1,1-diethoxynona-2,6-diene","(2e,6z)-1,1-diethoxy-2,6-nonadiene",painty;cucumber;oily;fresh;green
6437138,285.4,CC(=CCC/C(=C/C=NC1=CC=CC=C1C(=O)OC)/C)C,"methyl 2-[[(2E)-3,7-dimethylocta-2,6-dienylidene]amino]benzoate",unii-55494k367r,sweet;fruity;fresh;lemon;orangeflower;citrus
6437163,273.37,CC(=CCC/C(=C/COC(=O)C1=CC=CC=C1N)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-aminobenzoate",geranyl anthranilate,fruity
6437163,273.37,CC(=CCC/C(=C/COC(=O)C1=CC=CC=C1N)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-aminobenzoate",geranyl anthranilate,floral;rose;geranium;neroli;honeysuckle
6437178,349.5,CCCCCC/C(=C\C1=CC=CC=C1)/C=NC2=CC=CC=C2C(=O)OC,methyl 2-[[(2E)-2-benzylideneoctylidene]amino]benzoate,67924-13-4,floral;fresh;fatty;waxy
6437207,294.5,CCCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] nonanoate",geranyl nonanoate,floral;geranium;rose;green
6437243,290.4,CCCC(=O)OC/C(=C/CCC1(C2CC3C1(C3C2)C)C)/C,"[(E)-5-(2,3-dimethyl-3-tricyclo[2.2.1.02,6]heptanyl)-2-methylpent-2-enyl] butanoate",einecs 266-801-4,rose;nutty;fruity;balsamic;woody
6437247,206.32,CCC(/C(=C/C1(CC2CC1C=C2)C)/C)O,(E)-2-methyl-1-(2-methyl-2-bicyclo[2.2.1]hept-5-enyl)pent-1-en-3-ol,methyl sandeflor,sweet;sawdust;autumn;sandalwood;woody
6437290,196.29,C/C=C/C(=O)OC(C)C1CCCCC1,1-cyclohexylethyl (E)-but-2-enoate,"2-butenoicacid, 1-cyclohexylethyl ester",grape skin;fig;brandy;date;fruity;prune;green;waxy
6437291,222.32,C/C=C/C(=O)OC1CCCC1C2CCCC2,(2-cyclopentylcyclopentyl) (E)-but-2-enoate,2-cyclopentylcyclopentyl crotonate,plum;floral;rose;fruity;violet;fresh;tropical;peach
6437300,232.32,CCCCCCOC(=O)/C=C/C1=CC=CC=C1,hexyl (E)-3-phenylprop-2-enoate,hexyl cinnamate,cumin;fruity;cypress;balsamic
6437407,144.21,CC/C=C\CC(OC)OC,"(Z)-1,1-dimethoxyhex-3-ene","3-hexene, 1,1-dimethoxy-, (3z)-",apple;fruity
6437428,220.35,CC(=CCC/C(=C/CC1CCCC1=O)/C)C,"2-[(2E)-3,7-dimethylocta-2,6-dienyl]cyclopentan-1-one",apritone,fleshy;sweet;warm;ripe;floral;plum;fruity;apricot;jammy;fresh;davana;tropical;peach
6437442,208.34,CCC(/C=C/C1=C(CCCC1(C)C)C)O,"(E)-1-(2,6,6-trimethylcyclohexen-1-yl)pent-1-en-3-ol",methyl beta-ionol,fruity;berry
6437460,208.34,CC1=CCC(C1(C)C)C/C=C(\C)/C(C)O,"(E)-3-methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-3-en-2-ol","3-methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-3-penten-2-ol",spicy;oily;powdery;sandalwood;woody
6437467,250.38,CC1=CCCC(C1/C=C(\C)/C(C)OC(=O)C)(C)C,"[(E)-3-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-yl] acetate",methyl alpha-ionylacetate,floral;fruity;violet;vetiver;powdery;woody
6437468,206.32,CC1=CCCC(C1C/C=C(\C)/C=O)(C)C,"(E)-2-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-enal",68555-62-4,dry;sweet;nutty;violet;tobacco
6437469,220.35,CCC(=O)/C(=C/C1C(CC=CC1(C)C)C)/C,"(E)-2-methyl-1-(2,2,6-trimethylcyclohex-3-en-1-yl)pent-1-en-3-one","1-penten-3-one, 2-methyl-1-(2,2,6-trimethylcyclohexenyl)-",berry;violet;powdery;woody;orris
6437471,142.2,CC/C=C/CCOCC=O,2-[(E)-hex-3-enoxy]acetaldehyde,cis-hexenyl oxyacetaldehyde,aldehydic;ozone;fresh;green;watery;citrus;waxy
6437473,220.26,CCC/C=C/COC(=O)C1=CC=CC=C1O,[(E)-hex-2-enyl] 2-hydroxybenzoate,trans-2-hexenyl salicylate,floral;orchid;balsamic;green;woody
6437572,186.29,CC/C=C\CCCCC(OC)OC,"(Z)-9,9-dimethoxynon-3-ene",68555-53-3,cucumber;melon;fruity;green
6437648,238.37,CCC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-methylbutanoate",geranyl 2-methylbutyrate,apple;fruity;rose
6437677,320.5,CC(=CCC/C(=C/COC(=O)CCCCCCCCC=C)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] undec-10-enoate","10-undecenoic acid, 3,7-dimethyl-2,6-octadienyl ester",floral;rose;leafy;waxy
6437720,286.4,CC(CCC=C(C)C)CCOC(=O)/C=C/C1=CC=CC=C1,"3,7-dimethyloct-6-enyl (E)-3-phenylprop-2-enoate",citronellyl cinnamate,sweet;palmarosa;rose red rose;floral;cinnamyl
6437735,234.33,CCCCCOC1=C(C=C(C=C1)/C=C/C)OC,2-methoxy-1-pentoxy-4-[(E)-prop-1-enyl]benzene,amyl isoeugenol,sweet;spicy;floral;carnation;balsamic
6437737,192.25,C/C=C/1\CC2CC1C3C2OC(=O)CC3,"(9E)-9-ethylidene-3-oxatricyclo[6.2.1.02,7]undecan-4-one",69486-14-2,sweet;spicy;tobacco;balsamic;green;woody;tonka
6437774,135.21,CC/C=C\CC/C=C/C#N,"(2E,6Z)-nona-2,6-dienenitrile","(2e,6z)-nona-2,6-dienenitrile",floral;violet leaf;walnut;green
6437785,234.38,CC1=CCCC(C1/C=C\C(=O)CC(C)C)(C)C,"(Z)-5-methyl-1-(2,6,6-trimethylcyclohex-2-en-1-yl)hex-1-en-3-one","(e)-5-methyl-1-(2,6,6-trimethylcyclohex-2-en-1-yl)hex-1-en-3-one",woody;earthy;rooty;vetiver
6437805,254.41,CCCC/C=C/CCCCC(=O)OCCC(C)C,3-methylbutyl (E)-undec-6-enoate,12262-03-2,floral;rose;waxy
6437979,292.5,CCC(C)(CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,"(6E,10E)-3,7,11,15-tetramethylhexadeca-6,10,14-trien-3-ol",pseudo phytol,floral;balsamic
6438067,192.3,C/C=C/C(=O)C1CCC(C=C1C)(C)C,"(E)-1-(2,4,4-trimethylcyclohex-2-en-1-yl)but-2-en-1-one",39872-57-6,plum;floral;rose;fruity;tobacco
6438067,192.3,C/C=C/C(=O)C1CCC(C=C1C)(C)C,"(E)-1-(2,4,4-trimethylcyclohex-2-en-1-yl)but-2-en-1-one",39872-57-6,floral;rose;plum
6438069,168.28,CCC/C=C/CC1CCCC1O,2-[(E)-hex-2-enyl]cyclopentan-1-ol,"cyclopentanol, 2-(2-hexenyl)-",natural;floral;banana;fruity;green;jasmin;tropical;waxy
6438070,168.23,CC/C=C/CC1CCCC(=O)O1,6-[(E)-pent-2-enyl]oxan-2-one,6-[(e)-pent-2-enyl]oxan-2-one,fatty;fruity;coconut;creamy;lactonic;jasmin;tropical;dairy;peach;waxy
6438070,168.23,CC/C=C/CC1CCCC(=O)O1,6-[(E)-pent-2-enyl]oxan-2-one,6-[(e)-pent-2-enyl]oxan-2-one,petal;floral;fruity;tuberose;oily;apricot;coconut;jasmin;peach
6438191,246.4,C/C/1=C/CC/C(=C\C/C=C(\C(CC1)C(=O)C)/C)/C,"1-[(2Z,5Z,9Z)-2,6,10-trimethylcyclododeca-2,5,9-trien-1-yl]ethanone",28371-99-5,ambergris;vetiver;tobacco;woody;musk
6438193,137.22,CCCCCC/C=C\C#N,(Z)-non-2-enenitrile,ai3-28305,orris;fatty;green
6438195,194.31,CC1=CCC(C1(C)C)C/C=C(\C)/CO,"(E)-2-methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)but-2-en-1-ol",28219-60-5,milky;greasy;creamy;sandalwood;woody;musk;waxy
6438291,204.31,C1CC2C(C1)C\3CC2C/C3=C\CCC=O,"(4E)-4-(8-tricyclo[5.2.1.02,6]decanylidene)butanal",30168-23-1,sweet;aldehydic;floral;muguet;waxy
6438313,194.31,CC(C/C=C(\C)/CCCC(=C)C)C=O,"(4E)-2,5,9-trimethyldeca-4,9-dienal","2,5,9-trimethyl-4,9-decadienal",sweet;aldehydic;animal;floral;fruity;powdery;citrus;waxy
6440397,312.23,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O,"(2R,3R)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3-hydroxybutanedioic acid",caftaric acid,odorless
6440618,246.4,C[C@@H]1CC[C@]2\3C[C@H]1C([C@@H]2CC/C3=C/C(=O)C)(C)C,"(1Z)-1-[(1S,5S,7R,8R)-6,6,8-trimethyl-2-tricyclo[5.3.1.01,5]undecanylidene]propan-2-one",125783-65-5,woody;amber;musk;warm
6440993,170.25,C/C=C/C(=O)OC(C)CC(C)C,4-methylpentan-2-yl (E)-but-2-enoate,35206-51-0,juicy;plum;grape;fruity;apple;pear
6441026,229.36,CC(=CCC/C(=C/CCC1=CC=NC=C1)/C)C,"4-[(3E)-4,8-dimethylnona-3,7-dienyl]pyridine","4-(4,8-dimethyl-3,7-nonadienyl)pyridine",metallic;clean;costus;marine;fresh outdoors;wet;watery;buttery
6441135,170.29,CCCCCC(/C(=C/CC)/C)O,(E)-4-methyldec-3-en-5-ol,4-methyl-3-decen-5-ol,seedy;fruity;violet;oily;kiwi;green;lily
6441136,154.25,CC(C)/C(=C/CC(C)C=O)/C,"(E)-2,5,6-trimethylhept-4-enal","2,5,6-trimethylhept-4-enal",sweet;melon;ozone;fresh;green
6441164,178.27,C/C=C\1/CC2CC1C3C2OCCC3,"(9Z)-9-ethylidene-3-oxatricyclo[6.2.1.02,7]undecane","5,8-methano-2h-1-benzopyran, 6-ethylideneoctahydro-",rhubarb;costus;berry;floral;herbal;rooty;fruity;woody
6441344,220.35,CCC(=O)/C(=C/C1C(=CCCC1(C)C)C)/C,"(E)-2-methyl-1-(2,6,6-trimethylcyclohex-2-en-1-yl)pent-1-en-3-one",dimethylionone,sweet;floral;violet;powdery;woody
6441593,226.35,CCCCCCCCC/C=C/COC(=O)C,[(E)-dodec-2-enyl] acetate,trans-2-dodecenyl acetate,fresh;fatty
6441804,220.35,CC1(C/C=C\CC/C=C\CCC2C1(O2)C)C,"(4Z,8Z)-1,2,2-trimethyl-13-oxabicyclo[10.1.0]trideca-4,8-diene","13-oxabicyclo(10.1.0)trideca-4,8-diene, trimethyl-",sweet;dry;cedar;amber;powdery;patchouli;sandalwood;woody
6441873,196.29,CC/C=C/CCOC(=O)/C(=C\CC)/C,[(E)-hex-3-enyl] (Z)-2-methylpent-2-enoate,cis-3-hexenyl 2-methyl-2-pentenoate,metallic;natural;fruity;fresh;green;tropical;waxy
6441974,340.5,CCCCC(CCCCC(=O)O)OC(=O)CCCC/C=C/CCC,6-[(E)-dec-6-enoyl]oxydecanoic acid,85392-06-9,peach;fruity;green;milky;gardenia;jasmin;lactonic
6442050,290.5,CC(=CCC/C(=C/COC/C=C(/C)\CCC=C(C)C)/C)C,"(2Z)-1-[(2E)-3,7-dimethylocta-2,6-dienoxy]-3,7-dimethylocta-2,6-diene",geranyl neryl ether,floral;clean;balsamic
6442642,150.22,CC/C=C\C/C=C/C=C/C=O,"(2E,4E,7Z)-deca-2,4,7-trienal","(2e,4e,7z)-2,4,7-decatrienal",citrus;green
6445555,265.31,COC(=O)C1=CC=CC=C1N=C/C=C/C2=CC=CC=C2,methyl 2-[[(E)-3-phenylprop-2-enylidene]amino]benzoate,methyl 2-[cinnamylideneamino]benzoate,sweet;spicy;cypress;cinnamon
6445771,262.4,C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/COC(=O)C,"[(Z)-5-[(1R,3R,6S)-2,3-dimethyl-3-tricyclo[2.2.1.02,6]heptanyl]-2-methylpent-2-enyl] acetate",alpha-santalol acetate,woody;powdery;sandalwood
6450281,194.31,C/C=C/C(=O)[C@@H]1[C@@H](CCCC1(C)C)C,"(E)-1-[(1R,6R)-2,2,6-trimethylcyclohexyl]but-2-en-1-one",dihydrodamascone,floral;fruity
6450452,266.4,CCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] heptanoate",geranyl heptanoate,floral;cognac;fusel;winey
6450538,191.31,C=CCCCCCCC/C=C/CC#N,"(3E)-trideca-3,12-dienenitrile","3,12-tridecadienenitrile",mandarin
6450538,191.31,C=CCCCCCCC/C=C/CC#N,"(3E)-trideca-3,12-dienenitrile","3,12-tridecadienenitrile",sweet;aldehydic;tangerine;fresh;watery;citrus
6450542,250.38,CC[C@@H](/C=C/C1=C(CCCC1(C)C)C)OC(=O)C,"[(E,3S)-1-(2,6,6-trimethylcyclohexen-1-yl)pent-1-en-3-yl] acetate",methyl beta-ionyl acetate,raspberry;berry
6450832,192.3,CC1CCC2(O1)C(=C)C=CCC2(C)C,"2,6,6-trimethyl-10-methylidene-1-oxaspiro[4.5]dec-8-ene",vitispirane,floral;woody;earthy;fruity
6451245,230.26,CC1=CC=CC=C1C(O)O.C(C(CO)O)O,"(2-methylphenyl)methanediol;propane-1,2,3-triol",fema no. 3067,fruity;almond bitter almond
6452049,196.29,CC(C)C1CCC2(CC1)CCC(=O)O2,8-propan-2-yl-1-oxaspiro[4.5]decan-2-one,4625-90-5,woody;celery;herbal;lactonic
6452089,152.23,C[C@@H]1[C@H]2C[C@@H](C2(C)C)CC1=O,"(1R,2R,5R)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",cis-isopinocamphone,camphoreous;spruce;fir needle;pine
6452133,314.29,COC1=C(C=CC(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,"3-methoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",glucovanillin,vanilla
6453284,182.22,CCOC1=C(C=CC(=C1)COC)O,2-ethoxy-4-(methoxymethyl)phenol,2-ethoxy-4-(methoxymethyl)phenol,sweet;vanilla;spicy;custard;floral;powdery;carnation;balsamic;clove;woody burnt wood
6453423,194.31,CC1(CCCC(C1)C(=O)CCC=C)C,"1-(3,3-dimethylcyclohexyl)pent-4-en-1-one","1-(3,3-dimethylcyclohexyl)pent-4-en-1-one",herbal;fruity;pineapple;galbanum;fir needle;balsamic;green
6455146,186.25,CCCCCCC1COC(=O)CO1,"5-hexyl-1,4-dioxan-2-one","5-hexyl-1,4-dioxan-2-one",sweet;nutty
6455496,236.39,CC12CCCC(=C)C1CC(CC2)CC(C)(C)O,"1-(4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl)-2-methylpropan-2-ol",dtxsid80986919,spicy;ginger
6504440,178.27,CC1=CC/C(=C(\C)/CCC=O)/CC1,(4E)-4-(4-methylcyclohex-3-en-1-ylidene)pentanal,4-(4-methyl-3-cyclohexen-1-ylidene)pentanal,floral;lily of the valley
6504499,208.34,CC1=CCC(C1(C)C)/C=C/C(C)C(C)O,"(E)-3-methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-4-en-2-ol",ebanol,woody;musk;sandalwood
6537126,198.22,C1=CC=C(C=C1)/C(=C/C2=CC=CO2)/C=O,(Z)-3-(furan-2-yl)-2-phenylprop-2-enal,57568-60-2,spicy;warm
6537490,292.4,C[C@@H]1CC[C@H](C2=C(C[C@H]([C@H]12)OC(=O)C)C)/C=C(\C)/C(=O)O,"(E)-3-[(1R,4S,7R,7aR)-1-acetyloxy-3,7-dimethyl-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]-2-methylprop-2-enoic acid",acetoxyvalerenic acid,odorless
6537739,238.37,C1CCCCCC(=O)OCC/C=C\CCCC1,(13Z)-1-oxacyclohexadec-13-en-2-one,unii-901rrx51a5,musk
6537958,168.23,CCCC(=O)OC/C=C/C=C/C,"[(2E,4E)-hexa-2,4-dienyl] butanoate","2,4-hexadienyl butyrate",fruity;winey;green;dairy;cheesy
6538156,208.34,CC(CC/C=C(\C)/CCC=C(C)C)C=O,"(5E)-2,6,10-trimethylundeca-5,9-dienal","2,6,10-trimethyl-5,9-undecadienal",aldehydic;floral;muguet;green;watery;hyacinth;waxy
6552009,154.25,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,"(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",(+)-borneol,camphoreous;woody;pine;balsamic
6566009,198.3,CCCCCCC[C@H]1CCCC(=O)O1,(6S)-6-heptyloxan-2-one,(6s)-6-heptyloxan-2-one,sweet;fruity
6566010,170.25,CCCCC[C@H]1CCCC(=O)O1,(6S)-6-pentyloxan-2-one,(s)-delta-decanolide,sweet;fatty;fruity;peach;buttery
6708682,198.3,C[C@H](CCC=C(C)C)CCOC(=O)C,"[(3R)-3,7-dimethyloct-6-enyl] acetate",20425-54-1,dirty;lime;citrus;aldehydic
6850754,398.32,COC1C(C(C(OC1C(=O)O)OC2C(C(C(OC2C(=O)O)OC)O)O)O)O,"6-(2-carboxy-4,5-dihydroxy-6-methoxyoxan-3-yl)oxy-4,5-dihydroxy-3-methoxyoxane-2-carboxylic acid",ammonium alginate,odorless
6857487,152.23,CC(=C)[C@@H]1CC[C@@]2([C@H](C1)O2)C,"(1R,4R,6S)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane","(1r,4r,6s)-1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane",fresh;citrus
6914062,156.22,CC/C=C\CCCC(=O)OC,methyl (Z)-oct-5-enoate,methyl (z)-oct-5-enoate,sweet;woody;fruity;creamy
6931359,134.18,C[C@H]1CCC2=NC=CN=C12,"(5S)-5-methyl-6,7-dihydro-5H-cyclopenta[b]pyrazine",zinc155720,sweet;meaty;potato baked potato;nutty;grain;savory;coffee;toasted;roasted;earthy;peanut roasted peanut;corn
6931725,160.28,CCC[C@H]1CCO[C@H](S1)C,"(2R,4S)-2-methyl-4-propyl-1,3-oxathiane","(2r,4s)-2-methyl-4-propyl-1,3-oxathiane",sulfurous;fruity;pineapple;galbanum;onion;green;tropical
6931727,160.28,CCC[C@H]1CCO[C@@H](S1)C,"(2S,4S)-2-methyl-4-propyl-1,3-oxathiane",zinc157429,sulfurous;garlic;onion;tropical;onion green onion
6932095,207.29,C[NH+]1CCN(CC1)C2=CC=C(C=C2)CO,[4-(4-methylpiperazin-4-ium-1-yl)phenyl]methanol,akos015897950,nutty;almond
6950307,118.13,C[C@@H](CC(=O)OC)O,methyl (3S)-3-hydroxybutanoate,53562-86-0,fruity
6950479,102.13,CC[C@@H](C)C(=O)O,(2R)-2-methylbutanoic acid,(r)-2-methylbutanoic acid,cheesy;sweaty
6950760,192.25,C[C@H](CCC1=CC=CC=C1)OC(=O)C,[(2R)-4-phenylbutan-2-yl] acetate,unii-n98j91o56w,fruity;green
6951519,206.28,C[C@H](COC(=O)C(C)C)C1=CC=CC=C1,[(2S)-2-phenylpropyl] 2-methylpropanoate,2-phenyl propyl isobutyrate,mango;floral;fruity;pineapple;tropical;papaya
6951558,166.22,CC[C@@H](C)C1=NC=CN=C1OC,2-[(2R)-butan-2-yl]-3-methoxypyrazine,zinc407077,cortex;earthy;green
6951559,166.22,CC[C@H](C)C1=NC=CN=C1OC,2-[(2S)-butan-2-yl]-3-methoxypyrazine,zinc407078,cortex;earthy;green
6951696,178.23,CCC(=O)O[C@@H](C)C1=CC=CC=C1,[(1S)-1-phenylethyl] propanoate,(s)-1-phenylethyl propionate,sweet;floral;rose;weedy;fruity;fresh;green;tropical;citrus;gardenia
6951703,164.2,C[C@@H](C1=CC=CC=C1)OC(=O)C,[(1S)-1-phenylethyl] acetate,(s)-1-phenylethyl acetate,strawberry;fruity;jammy;fresh;green;fruit dried fruit
6951704,164.2,C[C@H](C1=CC=CC=C1)OC(=O)C,[(1R)-1-phenylethyl] acetate,(r)-1-phenylethyl acetate,floral;fruity;apricot;apple;mimosa;jasmin;gardenia
6951711,186.32,C[C@H]1CC[C@H](C(=O)C1)C(C)(C)S,"(2R,5S)-5-methyl-2-(2-sulfanylpropan-2-yl)cyclohexan-1-one",8-mercaptomenthon,rubbery
6951713,186.32,C[C@H]1CC[C@@H](C(=O)C1)C(C)(C)S,"(2S,5S)-5-methyl-2-(2-sulfanylpropan-2-yl)cyclohexan-1-one",5-methyl-2-(1-methyl-1-sulfanylethyl)cyclohexanone #,natural;fruity;passion fruit
6951714,186.32,C[C@@H]1CC[C@@H](C(=O)C1)C(C)(C)S,"(2S,5R)-5-methyl-2-(2-sulfanylpropan-2-yl)cyclohexan-1-one",33284-96-7,herbal;buchu
6951715,148.27,CCC[C@@H](CCO)SC,(3S)-3-methylsulfanylhexan-1-ol,"1-hexanol, 3-(methylthio)-, (s)-",spice
6951716,148.27,CCC[C@H](CCO)SC,(3R)-3-methylsulfanylhexan-1-ol,(3r)-3-methylsulfanylhexan-1-ol,tropical;fruity
6951721,148.23,CC[C@@H](C(=O)OC)SC,methyl (2S)-2-methylsulfanylbutanoate,schembl3504447,musty;sulfurous;fruity;onion;green;tropical
6951723,128.13,C[C@H]1C(=O)C(=O)C(O1)C,"(2S)-2,5-dimethyloxolane-3,4-dione","(2S)-2,5-dimethyloxolane-3,4-dione",caramellic
6951724,128.13,C[C@@H]1C(=O)C(=O)C(O1)C,"(2R)-2,5-dimethyloxolane-3,4-dione","(2R)-2,5-dimethyloxolane-3,4-dione",caramellic
6971248,86.13,CC[C@@H](C)C=O,(2R)-2-methylbutanal,(r)-2-methylbutyraldehyde,cocoa;burnt;coffee
6971249,86.13,CC[C@H](C)C=O,(2S)-2-methylbutanal,(s)-2-methylbutanal,cocoa;coffee;fruity;fresh
6992243,116.16,C[C@H]1COC(O1)(C)C,"(4S)-2,2,4-trimethyl-1,3-dioxolane",schembl2480054,vegetable;musty;green;ethereal;asparagus;potato raw potato;earthy;tomato;tomato leaf
6992244,128.21,CCCCC[C@H](C=C)O,(3R)-oct-1-en-3-ol,(3r)-oct-1-en-3-ol,mushroom;melon;fruity;violet;fungal;earthy;humus
6992421,100.16,CCC[C@H](C=C)O,(3R)-hex-1-en-3-ol,(3r)-1-hexen-3-ol,earthy;meaty;acidic;green
6992611,116.2,CCCCC[C@@H](C)O,(2R)-heptan-2-ol,(r)-heptan-2-ol,sweet;fruity;fatty;oily
6992930,206.27,CSCC[C@@H](C(=O)NCC(=O)O)N,2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]acetic acid,l-methionylglycine,savory;cheesy;meaty
6993810,102.17,CCCC[C@@H](C)O,(2R)-hexan-2-ol,(r)-(-)-2-hexanol,dusty;earthy;mushroom;oily
6994068,142.24,CCCCCC[C@H](C=C)O,(3R)-non-1-en-3-ol,unii-09rwu9uwk9,fruity;mushroom;cheesy
6994176,158.19,CC[C@@H](C(=O)C)C(=O)OCC,ethyl (2S)-2-ethyl-3-oxobutanoate,zinc1684708,root beer;herbal;fruity;winey;green;ethereal;earthy
6994326,152.2,C1[C@H](SC[C@H](S1)O)O,"(2S,5S)-1,4-dithiane-2,5-diol",zinc1691984,meaty;sulfurous;eggy;brothy;bready;tomato;toasted;pungent;grilled
6994854,180.3,C[C@]1(CS[C@](CS1)(C)O)O,"(2S,5S)-2,5-dimethyl-1,4-dithiane-2,5-diol",zinc1720584,meaty;chicken;savory;pork;onion;bouillon;lamb
6997333,158.24,CCCC[C@@H](C)CCC(=O)O,(4R)-4-methyloctanoic acid,"octanoic acid, 4-methyl-, (4r)-",goaty;meaty;mutton
6997335,158.24,CCCC[C@H](C)CCC(=O)O,(4S)-4-methyloctanoic acid,(s)-4-methyloctanoic acid,goaty;meaty;fresh;mutton
6997336,142.2,CCOC(=O)[C@@H](C)CC=C,ethyl (2S)-2-methylpent-4-enoate,schembl18465494,estery;spicy;fatty;ripe;chrysanthemum;fruity;pineapple;privet;cooling;banana ripe banana;green;tropical
6997340,172.26,CCCCC[C@@H](C)CCC(=O)O,(4R)-4-methylnonanoic acid,(r)-4-methylnonanoic acid,sweaty
6997342,172.26,CCCCC[C@H](C)CCC(=O)O,(4S)-4-methylnonanoic acid,(s)-4-methylnonanoic acid,goaty;meaty;mutton
6997350,172.26,CCCC[C@@H](CC)CCC(=O)O,(4R)-4-ethyloctanoic acid,(r)-4-ethyloctanoic acid,goaty;muttony
